pr,Year,Month,Country
182.178,1993,10,CHE
50.7927,1993,11,CHE
183.615,1993,12,CHE
173.977,1994,1,CHE
77.2635,1994,2,CHE
70.7983,1994,3,CHE
160.16,1994,4,CHE
218.478,1994,5,CHE
109.643,1994,6,CHE
120.799,1994,7,CHE
161.858,1994,8,CHE
235.67,1994,9,CHE
87.7758,1994,10,CHE
94.9989,1994,11,CHE
125.335,1994,12,CHE
206.252,1995,1,CHE
149.377,1995,2,CHE
130.189,1995,3,CHE
123.28,1995,4,CHE
215.246,1995,5,CHE
123.703,1995,6,CHE
110.866,1995,7,CHE
175.365,1995,8,CHE
196.237,1995,9,CHE
20.4918,1995,10,CHE
103.529,1995,11,CHE
148.54,1995,12,CHE
65.8316,1996,1,CHE
70.3168,1996,2,CHE
50.949,1996,3,CHE
67.5253,1996,4,CHE
169.154,1996,5,CHE
118.062,1996,6,CHE
187.834,1996,7,CHE
221.2,1996,8,CHE
74.7365,1996,9,CHE
136.377,1996,10,CHE
236.245,1996,11,CHE
102.206,1996,12,CHE
57.9711,1997,1,CHE
86.1419,1997,2,CHE
50.2308,1997,3,CHE
105.259,1997,4,CHE
103.804,1997,5,CHE
240.757,1997,6,CHE
203.178,1997,7,CHE
120.002,1997,8,CHE
86.5488,1997,9,CHE
87.0337,1997,10,CHE
95.9651,1997,11,CHE
168.206,1997,12,CHE
113.605,1998,1,CHE
30.1757,1998,2,CHE
66.6235,1998,3,CHE
177.031,1998,4,CHE
73.564,1998,5,CHE
166.187,1998,6,CHE
138.698,1998,7,CHE
98.1507,1998,8,CHE
211.839,1998,9,CHE
180.319,1998,10,CHE
102.603,1998,11,CHE
50.1775,1998,12,CHE
103.726,1999,1,CHE
162.431,1999,2,CHE
100.432,1999,3,CHE
170.694,1999,4,CHE
228.723,1999,5,CHE
196.018,1999,6,CHE
124.43,1999,7,CHE
211.694,1999,8,CHE
181.281,1999,9,CHE
112.521,1999,10,CHE
105.279,1999,11,CHE
184.204,1999,12,CHE
49.4398,2000,1,CHE
123.703,2000,2,CHE
112.61,2000,3,CHE
128.062,2000,4,CHE
130.97,2000,5,CHE
96.2124,2000,6,CHE
262.995,2000,7,CHE
152.884,2000,8,CHE
139.286,2000,9,CHE
172.112,2000,10,CHE
183.331,2000,11,CHE
73.4303,2000,12,CHE
150.939,2001,1,CHE
89.435,2001,2,CHE
243.352,2001,3,CHE
183.611,2001,4,CHE
98.4644,2001,5,CHE
228.758,2001,6,CHE
160.098,2001,7,CHE
157.388,2001,8,CHE
168.528,2001,9,CHE
81.0106,2001,10,CHE
94.6996,2001,11,CHE
55.7837,2001,12,CHE
32.1041,2002,1,CHE
130.824,2002,2,CHE
109.956,2002,3,CHE
85.7386,2002,4,CHE
252.453,2002,5,CHE
143.89,2002,6,CHE
178.96,2002,7,CHE
212.683,2002,8,CHE
144.649,2002,9,CHE
147.259,2002,10,CHE
282.821,2002,11,CHE
105.385,2002,12,CHE
98.9443,2003,1,CHE
39.5688,2003,2,CHE
29.6201,2003,3,CHE
90.3979,2003,4,CHE
112.181,2003,5,CHE
106.446,2003,6,CHE
142.304,2003,7,CHE
108.131,2003,8,CHE
64.9972,2003,9,CHE
187.124,2003,10,CHE
91.5642,2003,11,CHE
87.8341,2003,12,CHE
189.844,2004,1,CHE
66.2388,2004,2,CHE
65.8662,2004,3,CHE
83.1454,2004,4,CHE
128.005,2004,5,CHE
130.883,2004,6,CHE
129.427,2004,7,CHE
198.871,2004,8,CHE
75.075,2004,9,CHE
156.87,2004,10,CHE
71.3089,2004,11,CHE
84.7095,2004,12,CHE
81.8512,2005,1,CHE
67.3327,2005,2,CHE
58.8771,2005,3,CHE
160.142,2005,4,CHE
141.98,2005,5,CHE
100.291,2005,6,CHE
138.115,2005,7,CHE
184.24,2005,8,CHE
111.144,2005,9,CHE
83.4204,2005,10,CHE
40.6968,2005,11,CHE
117.615,2005,12,CHE
46.3168,2006,1,CHE
88.783,2006,2,CHE
185.793,2006,3,CHE
181.314,2006,4,CHE
193.311,2006,5,CHE
87.5833,2006,6,CHE
104.259,2006,7,CHE
242.29,2006,8,CHE
149.594,2006,9,CHE
83.7284,2006,10,CHE
59.1529,2006,11,CHE
111.672,2006,12,CHE
113.87,2007,1,CHE
98.297,2007,2,CHE
104.03,2007,3,CHE
17.7429,2007,4,CHE
230.867,2007,5,CHE
206.393,2007,6,CHE
204.42,2007,7,CHE
255.188,2007,8,CHE
103.28,2007,9,CHE
34.3719,2007,10,CHE
96.286,2007,11,CHE
108.097,2007,12,CHE
110.091,2008,1,CHE
42.4744,2008,2,CHE
119.095,2008,3,CHE
202.494,2008,4,CHE
98.6126,2008,5,CHE
122.369,2008,6,CHE
216.739,2008,7,CHE
161.159,2008,8,CHE
156.701,2008,9,CHE
140.669,2008,10,CHE
120.07,2008,11,CHE
143.83,2008,12,CHE
70.9417,2009,1,CHE
126.5,2009,2,CHE
124.638,2009,3,CHE
92.8428,2009,4,CHE
89.0983,2009,5,CHE
157.075,2009,6,CHE
229.082,2009,7,CHE
86.5405,2009,8,CHE
76.3527,2009,9,CHE
77.2014,2009,10,CHE
153.658,2009,11,CHE
171.706,2009,12,CHE
53.2473,2010,1,CHE
75.4087,2010,2,CHE
81.4136,2010,3,CHE
43.0638,2010,4,CHE
246.725,2010,5,CHE
120.569,2010,6,CHE
160.052,2010,7,CHE
224.031,2010,8,CHE
109.804,2010,9,CHE
81.6434,2010,10,CHE
131.916,2010,11,CHE
151.87,2010,12,CHE
60.8343,2011,1,CHE
40.1474,2011,2,CHE
56.5851,2011,3,CHE
32.0441,2011,4,CHE
119.168,2011,5,CHE
159.491,2011,6,CHE
212.741,2011,7,CHE
112.708,2011,8,CHE
116.461,2011,9,CHE
103.844,2011,10,CHE
38.8428,2011,11,CHE
234.353,2011,12,CHE
143.522,2012,1,CHE
22.3629,2012,2,CHE
40.8055,2012,3,CHE
163.999,2012,4,CHE
128.416,2012,5,CHE
189.29,2012,6,CHE
134.235,2012,7,CHE
167.9,2012,8,CHE
134.478,2012,9,CHE
128.381,2012,10,CHE
157.394,2012,11,CHE
190.762,2012,12,CHE
76.9968,2013,1,CHE
87.6385,2013,2,CHE
102.736,2013,3,CHE
170.104,2013,4,CHE
231.615,2013,5,CHE
115.135,2013,6,CHE
149.167,2013,7,CHE
100.52,2013,8,CHE
129.483,2013,9,CHE
167.78,2013,10,CHE
137.519,2013,11,CHE
177.17,2013,12,CHE
167.459,2014,1,CHE
203.66,2014,2,CHE
60.2312,2014,3,CHE
96.7846,2014,4,CHE
130.019,2014,5,CHE
131.261,2014,6,CHE
315.297,2014,7,CHE
178.945,2014,8,CHE
59.5439,2014,9,CHE
142.938,2014,10,CHE
112.386,2014,11,CHE
87.1342,2014,12,CHE
149.633,2015,1,CHE
90.151,2015,2,CHE
73.3533,2015,3,CHE
132.758,2015,4,CHE
169.176,2015,5,CHE
124.49,2015,6,CHE
59.8101,2015,7,CHE
114.902,2015,8,CHE
123.904,2015,9,CHE
90.8767,2015,10,CHE
58.918,2015,11,CHE
18.4072,2015,12,CHE
62.0245,1901,1,MAR
65.707,1901,2,MAR
53.9634,1901,3,MAR
27.2467,1901,4,MAR
15.4917,1901,5,MAR
9.60538,1901,6,MAR
7.24613,1901,7,MAR
8.78981,1901,8,MAR
42.1202,1901,9,MAR
50.2298,1901,10,MAR
50.2519,1901,11,MAR
89.6505,1901,12,MAR
32.0114,1902,1,MAR
67.8522,1902,2,MAR
53.898,1902,3,MAR
37.6384,1902,4,MAR
24.7084,1902,5,MAR
11.6408,1902,6,MAR
13.2796,1902,7,MAR
6.9608,1902,8,MAR
18.5623,1902,9,MAR
45.8105,1902,10,MAR
71.298,1902,11,MAR
27.261,1902,12,MAR
31.5268,1903,1,MAR
5.50212,1903,2,MAR
43.9791,1903,3,MAR
29.1942,1903,4,MAR
45.8316,1903,5,MAR
7.61334,1903,6,MAR
3.03295,1903,7,MAR
3.32246,1903,8,MAR
17.1628,1903,9,MAR
12.1095,1903,10,MAR
20.0932,1903,11,MAR
91.9748,1903,12,MAR
65.1715,1904,1,MAR
81.9786,1904,2,MAR
113.134,1904,3,MAR
83.6336,1904,4,MAR
21.0296,1904,5,MAR
20.9764,1904,6,MAR
1.01376,1904,7,MAR
3.45209,1904,8,MAR
18.4507,1904,9,MAR
31.6076,1904,10,MAR
49.3824,1904,11,MAR
57.6827,1904,12,MAR
14.8884,1905,1,MAR
10.6298,1905,2,MAR
14.235,1905,3,MAR
54.1924,1905,4,MAR
69.0127,1905,5,MAR
9.85029,1905,6,MAR
2.44972,1905,7,MAR
0.3856,1905,8,MAR
2.82215,1905,9,MAR
88.4207,1905,10,MAR
83.9297,1905,11,MAR
31.1911,1905,12,MAR
12.9023,1906,1,MAR
14.885,1906,2,MAR
48.1976,1906,3,MAR
55.0301,1906,4,MAR
29.4574,1906,5,MAR
10.1467,1906,6,MAR
7.1364,1906,7,MAR
14.1969,1906,8,MAR
18.6962,1906,9,MAR
23.2548,1906,10,MAR
38.0032,1906,11,MAR
42.4383,1906,12,MAR
20.2597,1907,1,MAR
35.938,1907,2,MAR
76.8384,1907,3,MAR
14.4496,1907,4,MAR
24.5023,1907,5,MAR
2.18508,1907,6,MAR
2.07094,1907,7,MAR
10.2412,1907,8,MAR
30.9837,1907,9,MAR
26.4988,1907,10,MAR
95.2502,1907,11,MAR
27.3449,1907,12,MAR
40.5732,1908,1,MAR
30.5303,1908,2,MAR
63.6376,1908,3,MAR
32.3183,1908,4,MAR
22.9459,1908,5,MAR
25.614,1908,6,MAR
0.45008,1908,7,MAR
7.77933,1908,8,MAR
14.553,1908,9,MAR
21.782,1908,10,MAR
60.2524,1908,11,MAR
31.3426,1908,12,MAR
21.8975,1909,1,MAR
38.7861,1909,2,MAR
52.1524,1909,3,MAR
42.9292,1909,4,MAR
29.3552,1909,5,MAR
1.52543,1909,6,MAR
1.64348,1909,7,MAR
1.11353,1909,8,MAR
4.71126,1909,9,MAR
35.0302,1909,10,MAR
90.7957,1909,11,MAR
24.9053,1909,12,MAR
9.76993,1910,1,MAR
8.194,1910,2,MAR
27.0612,1910,3,MAR
45.15,1910,4,MAR
63.0743,1910,5,MAR
17.9412,1910,6,MAR
0.68125,1910,7,MAR
6.66351,1910,8,MAR
8.51398,1910,9,MAR
31.0484,1910,10,MAR
35.5634,1910,11,MAR
44.0494,1910,12,MAR
37.3791,1911,1,MAR
28.8375,1911,2,MAR
89.6867,1911,3,MAR
43.4178,1911,4,MAR
28.2201,1911,5,MAR
6.16468,1911,6,MAR
1.47618,1911,7,MAR
6.21441,1911,8,MAR
5.31307,1911,9,MAR
27.2439,1911,10,MAR
40.557,1911,11,MAR
24.7843,1911,12,MAR
91.5236,1912,1,MAR
75.3563,1912,2,MAR
85.4179,1912,3,MAR
68.3776,1912,4,MAR
2.967,1912,5,MAR
2.9402,1912,6,MAR
1.27219,1912,7,MAR
1.464,1912,8,MAR
30.2297,1912,9,MAR
56.1238,1912,10,MAR
9.72201,1912,11,MAR
80.1953,1912,12,MAR
60.1146,1913,1,MAR
29.8574,1913,2,MAR
32.5895,1913,3,MAR
14.8611,1913,4,MAR
11.4436,1913,5,MAR
7.2061,1913,6,MAR
0.77757,1913,7,MAR
2.21905,1913,8,MAR
11.4858,1913,9,MAR
29.1789,1913,10,MAR
26.9085,1913,11,MAR
24.3937,1913,12,MAR
89.1673,1914,1,MAR
85.0315,1914,2,MAR
49.15,1914,3,MAR
47.9387,1914,4,MAR
2.38665,1914,5,MAR
1.92373,1914,6,MAR
3.85617,1914,7,MAR
3.10716,1914,8,MAR
13.1368,1914,9,MAR
23.4528,1914,10,MAR
83.872,1914,11,MAR
77.6505,1914,12,MAR
51.4866,1915,1,MAR
17.453,1915,2,MAR
43.8102,1915,3,MAR
23.97,1915,4,MAR
23.8912,1915,5,MAR
9.26788,1915,6,MAR
1.2081,1915,7,MAR
0.424,1915,8,MAR
7.97477,1915,9,MAR
51.1518,1915,10,MAR
47.7115,1915,11,MAR
49.336,1915,12,MAR
31.1712,1916,1,MAR
29.0885,1916,2,MAR
84.6717,1916,3,MAR
39.2674,1916,4,MAR
25.818,1916,5,MAR
4.48879,1916,6,MAR
0.6648,1916,7,MAR
1.53409,1916,8,MAR
5.74925,1916,9,MAR
14.0578,1916,10,MAR
60.3223,1916,11,MAR
51.1078,1916,12,MAR
95.8811,1917,1,MAR
70.3552,1917,2,MAR
43.4024,1917,3,MAR
28.6114,1917,4,MAR
22.0927,1917,5,MAR
30.129,1917,6,MAR
0.23582,1917,7,MAR
0.42901,1917,8,MAR
1.45423,1917,9,MAR
7.55075,1917,10,MAR
13.2994,1917,11,MAR
65.4147,1917,12,MAR
58.1231,1918,1,MAR
14.2351,1918,2,MAR
44.2527,1918,3,MAR
46.8908,1918,4,MAR
19.1714,1918,5,MAR
6.9356,1918,6,MAR
2.24886,1918,7,MAR
1.20718,1918,8,MAR
4.52838,1918,9,MAR
35.7299,1918,10,MAR
73.536,1918,11,MAR
50.9141,1918,12,MAR
41.3092,1919,1,MAR
34.622,1919,2,MAR
37.5207,1919,3,MAR
16.2956,1919,4,MAR
4.14807,1919,5,MAR
17.7787,1919,6,MAR
0.11664,1919,7,MAR
0.20356,1919,8,MAR
20.7616,1919,9,MAR
28.329,1919,10,MAR
57.1247,1919,11,MAR
52.0634,1919,12,MAR
36.845,1920,1,MAR
69.9681,1920,2,MAR
46.9043,1920,3,MAR
7.90017,1920,4,MAR
6.5722,1920,5,MAR
9.57555,1920,6,MAR
0.14556,1920,7,MAR
2.31397,1920,8,MAR
9.6936,1920,9,MAR
26.7755,1920,10,MAR
63.7814,1920,11,MAR
46.2075,1920,12,MAR
12.5098,1921,1,MAR
58.0038,1921,2,MAR
59.8602,1921,3,MAR
36.083,1921,4,MAR
27.8792,1921,5,MAR
4.88148,1921,6,MAR
0.3383,1921,7,MAR
1.18413,1921,8,MAR
8.9125,1921,9,MAR
37.8762,1921,10,MAR
72.2522,1921,11,MAR
38.3022,1921,12,MAR
47.2937,1922,1,MAR
48.7369,1922,2,MAR
31.0907,1922,3,MAR
10.3982,1922,4,MAR
35.77,1922,5,MAR
23.7206,1922,6,MAR
0.50119,1922,7,MAR
4.61773,1922,8,MAR
3.1488,1922,9,MAR
45.8967,1922,10,MAR
24.2941,1922,11,MAR
42.4356,1922,12,MAR
19.4382,1923,1,MAR
21.1139,1923,2,MAR
50.841,1923,3,MAR
76.6033,1923,4,MAR
9.00026,1923,5,MAR
10.9029,1923,6,MAR
0.64035,1923,7,MAR
9.03515,1923,8,MAR
16.9044,1923,9,MAR
33.3041,1923,10,MAR
77.1707,1923,11,MAR
7.19483,1923,12,MAR
27.9153,1924,1,MAR
50.348,1924,2,MAR
46.8454,1924,3,MAR
22.1131,1924,4,MAR
10.0388,1924,5,MAR
11.977,1924,6,MAR
2.02923,1924,7,MAR
3.24094,1924,8,MAR
24.2525,1924,9,MAR
23.6697,1924,10,MAR
55.6606,1924,11,MAR
20.4798,1924,12,MAR
3.94699,1925,1,MAR
35.1456,1925,2,MAR
98.6544,1925,3,MAR
12.3329,1925,4,MAR
9.79358,1925,5,MAR
10.4265,1925,6,MAR
1.30511,1925,7,MAR
2.32925,1925,8,MAR
9.18815,1925,9,MAR
27.8517,1925,10,MAR
82.8228,1925,11,MAR
14.9984,1925,12,MAR
18.5951,1926,1,MAR
26.7911,1926,2,MAR
38.0843,1926,3,MAR
22.6004,1926,4,MAR
9.73249,1926,5,MAR
0.57992,1926,6,MAR
5.46586,1926,7,MAR
9.87305,1926,8,MAR
2.53523,1926,9,MAR
52.421,1926,10,MAR
75.8965,1926,11,MAR
32.2761,1926,12,MAR
18.9509,1927,1,MAR
31.0476,1927,2,MAR
10.6775,1927,3,MAR
40.7805,1927,4,MAR
16.2441,1927,5,MAR
3.87137,1927,6,MAR
1.594,1927,7,MAR
4.32958,1927,8,MAR
17.2865,1927,9,MAR
32.5557,1927,10,MAR
86.0209,1927,11,MAR
97.3417,1927,12,MAR
39.5437,1928,1,MAR
26.684,1928,2,MAR
59.8287,1928,3,MAR
38.4929,1928,4,MAR
36.7143,1928,5,MAR
1.84456,1928,6,MAR
2.28144,1928,7,MAR
5.14506,1928,8,MAR
15.429,1928,9,MAR
37.4564,1928,10,MAR
28.4542,1928,11,MAR
52.6429,1928,12,MAR
28.7388,1929,1,MAR
35.4576,1929,2,MAR
33.3859,1929,3,MAR
24.7832,1929,4,MAR
30.2326,1929,5,MAR
4.93586,1929,6,MAR
1.1886,1929,7,MAR
3.47786,1929,8,MAR
21.0381,1929,9,MAR
26.0585,1929,10,MAR
16.6968,1929,11,MAR
11.4138,1929,12,MAR
59.1899,1930,1,MAR
27.6008,1930,2,MAR
15.4344,1930,3,MAR
45.3553,1930,4,MAR
13.5007,1930,5,MAR
20.3011,1930,6,MAR
0.29847,1930,7,MAR
2.93834,1930,8,MAR
22.0008,1930,9,MAR
9.57738,1930,10,MAR
40.0774,1930,11,MAR
41.7889,1930,12,MAR
23.3301,1931,1,MAR
19.8039,1931,2,MAR
69.1698,1931,3,MAR
30.1069,1931,4,MAR
10.0271,1931,5,MAR
1.95011,1931,6,MAR
0.28728,1931,7,MAR
0.28555,1931,8,MAR
11.8176,1931,9,MAR
25.8029,1931,10,MAR
17.2146,1931,11,MAR
17.0796,1931,12,MAR
10.2841,1932,1,MAR
65.9611,1932,2,MAR
60.6027,1932,3,MAR
49.3561,1932,4,MAR
11.2161,1932,5,MAR
2.26386,1932,6,MAR
0.69104,1932,7,MAR
4.54307,1932,8,MAR
14.1516,1932,9,MAR
17.5343,1932,10,MAR
32.0151,1932,11,MAR
38.8684,1932,12,MAR
46.1802,1933,1,MAR
39.7041,1933,2,MAR
62.1458,1933,3,MAR
16.8196,1933,4,MAR
13.8725,1933,5,MAR
5.29026,1933,6,MAR
4.00158,1933,7,MAR
4.55878,1933,8,MAR
8.19137,1933,9,MAR
28.9208,1933,10,MAR
73.597,1933,11,MAR
75.3562,1933,12,MAR
5.79194,1934,1,MAR
27.8561,1934,2,MAR
40.3713,1934,3,MAR
29.9844,1934,4,MAR
22.2386,1934,5,MAR
6.71056,1934,6,MAR
0.93748,1934,7,MAR
0.72631,1934,8,MAR
17.9866,1934,9,MAR
19.5375,1934,10,MAR
95.3615,1934,11,MAR
14.666,1934,12,MAR
41.6978,1935,1,MAR
17.543,1935,2,MAR
12.3164,1935,3,MAR
11.6934,1935,4,MAR
26.7069,1935,5,MAR
1.90893,1935,6,MAR
0.9447,1935,7,MAR
3.52269,1935,8,MAR
15.3419,1935,9,MAR
41.1351,1935,10,MAR
11.6644,1935,11,MAR
39.3393,1935,12,MAR
31.9285,1936,1,MAR
61.8274,1936,2,MAR
66.0378,1936,3,MAR
33.8595,1936,4,MAR
35.5456,1936,5,MAR
3.91339,1936,6,MAR
3.01215,1936,7,MAR
3.10956,1936,8,MAR
3.69967,1936,9,MAR
32.393,1936,10,MAR
48.2423,1936,11,MAR
23.394,1936,12,MAR
28.8494,1937,1,MAR
2.74417,1937,2,MAR
26.5548,1937,3,MAR
18.4952,1937,4,MAR
20.9812,1937,5,MAR
6.43832,1937,6,MAR
0.99833,1937,7,MAR
9.34013,1937,8,MAR
10.1061,1937,9,MAR
85.5977,1937,10,MAR
31.3204,1937,11,MAR
40.0895,1937,12,MAR
30.6766,1938,1,MAR
13.284,1938,2,MAR
24.3747,1938,3,MAR
46.7816,1938,4,MAR
21.3174,1938,5,MAR
2.26697,1938,6,MAR
1.74456,1938,7,MAR
1.39425,1938,8,MAR
17.3008,1938,9,MAR
37.6009,1938,10,MAR
23.7495,1938,11,MAR
85.6756,1938,12,MAR
19.2695,1939,1,MAR
77.6127,1939,2,MAR
15.051,1939,3,MAR
35.4209,1939,4,MAR
12.6219,1939,5,MAR
7.70113,1939,6,MAR
0.80186,1939,7,MAR
6.70917,1939,8,MAR
11.317,1939,9,MAR
38.2765,1939,10,MAR
27.3713,1939,11,MAR
57.0053,1939,12,MAR
67.2459,1940,1,MAR
46.9168,1940,2,MAR
22.9302,1940,3,MAR
7.75352,1940,4,MAR
12.5917,1940,5,MAR
10.7064,1940,6,MAR
0.1689,1940,7,MAR
1.18791,1940,8,MAR
27.1016,1940,9,MAR
62.0625,1940,10,MAR
34.0978,1940,11,MAR
34.9879,1940,12,MAR
65.6779,1941,1,MAR
30.3931,1941,2,MAR
67.1898,1941,3,MAR
57.3453,1941,4,MAR
8.90957,1941,5,MAR
5.84906,1941,6,MAR
6.69154,1941,7,MAR
5.47977,1941,8,MAR
15.9539,1941,9,MAR
21.0906,1941,10,MAR
62.2431,1941,11,MAR
20.4541,1941,12,MAR
32.4346,1942,1,MAR
62.0551,1942,2,MAR
31.8056,1942,3,MAR
23.1793,1942,4,MAR
8.89898,1942,5,MAR
4.26965,1942,6,MAR
1.36198,1942,7,MAR
1.02642,1942,8,MAR
19.4313,1942,9,MAR
40.7847,1942,10,MAR
79.8737,1942,11,MAR
63.4559,1942,12,MAR
10.7714,1943,1,MAR
18.5598,1943,2,MAR
73.4554,1943,3,MAR
74.9541,1943,4,MAR
39.5096,1943,5,MAR
9.7652,1943,6,MAR
2.31212,1943,7,MAR
2.87617,1943,8,MAR
23.8366,1943,9,MAR
35.7705,1943,10,MAR
15.7678,1943,11,MAR
68.1391,1943,12,MAR
3.28489,1944,1,MAR
49.936,1944,2,MAR
17.367,1944,3,MAR
17.61,1944,4,MAR
12.8823,1944,5,MAR
22.6386,1944,6,MAR
0.02784,1944,7,MAR
3.06678,1944,8,MAR
36.9906,1944,9,MAR
12.2719,1944,10,MAR
36.5744,1944,11,MAR
34.2578,1944,12,MAR
41.8349,1945,1,MAR
8.67299,1945,2,MAR
3.88882,1945,3,MAR
6.28456,1945,4,MAR
31.0405,1945,5,MAR
6.77909,1945,6,MAR
1.22073,1945,7,MAR
1.05072,1945,8,MAR
8.17175,1945,9,MAR
19.2887,1945,10,MAR
28.5221,1945,11,MAR
38.8917,1945,12,MAR
58.2358,1946,1,MAR
10.5333,1946,2,MAR
31.4231,1946,3,MAR
70.0135,1946,4,MAR
24.2794,1946,5,MAR
3.73902,1946,6,MAR
4.39021,1946,7,MAR
1.814,1946,8,MAR
18.1012,1946,9,MAR
8.61449,1946,10,MAR
35.1671,1946,11,MAR
35.2337,1946,12,MAR
43.4635,1947,1,MAR
60.4853,1947,2,MAR
31.5357,1947,3,MAR
10.1059,1947,4,MAR
32.6823,1947,5,MAR
4.46328,1947,6,MAR
2.32371,1947,7,MAR
4.95909,1947,8,MAR
11.307,1947,9,MAR
4.77629,1947,10,MAR
29.1372,1947,11,MAR
25.4184,1947,12,MAR
44.854,1948,1,MAR
25.219,1948,2,MAR
47.8337,1948,3,MAR
60.0067,1948,4,MAR
38.7236,1948,5,MAR
3.98938,1948,6,MAR
0.9275,1948,7,MAR
2.36387,1948,8,MAR
0.83556,1948,9,MAR
42.7281,1948,10,MAR
0.14021,1948,11,MAR
52.6162,1948,12,MAR
37.0176,1949,1,MAR
36.5184,1949,2,MAR
62.1649,1949,3,MAR
111.995,1949,4,MAR
12.599,1949,5,MAR
5.79596,1949,6,MAR
1.13928,1949,7,MAR
5.11333,1949,8,MAR
7.11734,1949,9,MAR
0.93389,1949,10,MAR
30.297,1949,11,MAR
76.1437,1949,12,MAR
40.0914,1950,1,MAR
5.15614,1950,2,MAR
11.6117,1950,3,MAR
13.6183,1950,4,MAR
30.1076,1950,5,MAR
3.51375,1950,6,MAR
3.93717,1950,7,MAR
11.2745,1950,8,MAR
28.6763,1950,9,MAR
64.1005,1950,10,MAR
4.84834,1950,11,MAR
54.8497,1950,12,MAR
44.852,1951,1,MAR
63.5454,1951,2,MAR
41.7057,1951,3,MAR
16.8984,1951,4,MAR
10.9446,1951,5,MAR
2.26283,1951,6,MAR
6.09315,1951,7,MAR
3.42234,1951,8,MAR
13.1318,1951,9,MAR
29.0625,1951,10,MAR
69.835,1951,11,MAR
56.1533,1951,12,MAR
38.4882,1952,1,MAR
9.87365,1952,2,MAR
14.8858,1952,3,MAR
44.378,1952,4,MAR
37.8813,1952,5,MAR
0.40672,1952,6,MAR
3.45642,1952,7,MAR
6.55181,1952,8,MAR
31.2389,1952,9,MAR
12.2718,1952,10,MAR
29.3915,1952,11,MAR
38.1103,1952,12,MAR
73.6196,1953,1,MAR
22.1787,1953,2,MAR
76.4563,1953,3,MAR
11.2633,1953,4,MAR
13.7069,1953,5,MAR
6.33078,1953,6,MAR
4.04425,1953,7,MAR
2.16503,1953,8,MAR
26.412,1953,9,MAR
51.7899,1953,10,MAR
31.0556,1953,11,MAR
71.1231,1953,12,MAR
38.7851,1954,1,MAR
33.6999,1954,2,MAR
68.2857,1954,3,MAR
69.5207,1954,4,MAR
5.36969,1954,5,MAR
7.91445,1954,6,MAR
1.0322,1954,7,MAR
2.15825,1954,8,MAR
0.47134,1954,9,MAR
7.01988,1954,10,MAR
32.2887,1954,11,MAR
61.0463,1954,12,MAR
57.0457,1955,1,MAR
57.854,1955,2,MAR
46.1286,1955,3,MAR
38.0143,1955,4,MAR
30.1621,1955,5,MAR
8.49519,1955,6,MAR
3.96937,1955,7,MAR
3.70828,1955,8,MAR
4.1228,1955,9,MAR
57.5616,1955,10,MAR
31.0638,1955,11,MAR
64.9745,1955,12,MAR
78.4191,1956,1,MAR
105.433,1956,2,MAR
81.7329,1956,3,MAR
50.8627,1956,4,MAR
28.9384,1956,5,MAR
1.51706,1956,6,MAR
1.31819,1956,7,MAR
1.71955,1956,8,MAR
8.80947,1956,9,MAR
14.9157,1956,10,MAR
23.7388,1956,11,MAR
15.535,1956,12,MAR
22.8542,1957,1,MAR
5.59944,1957,2,MAR
33.4091,1957,3,MAR
76.0113,1957,4,MAR
22.6632,1957,5,MAR
6.70596,1957,6,MAR
0.65037,1957,7,MAR
5.18044,1957,8,MAR
10.1411,1957,9,MAR
30.651,1957,10,MAR
41.5744,1957,11,MAR
116.87,1957,12,MAR
45.2044,1958,1,MAR
28.0827,1958,2,MAR
8.08909,1958,3,MAR
32.8961,1958,4,MAR
10.9713,1958,5,MAR
8.82988,1958,6,MAR
0.59877,1958,7,MAR
2.85087,1958,8,MAR
5.56027,1958,9,MAR
25.3477,1958,10,MAR
32.9582,1958,11,MAR
88.1015,1958,12,MAR
15.4757,1959,1,MAR
30.1408,1959,2,MAR
83.4253,1959,3,MAR
7.57692,1959,4,MAR
28.1137,1959,5,MAR
3.19019,1959,6,MAR
4.40948,1959,7,MAR
8.69403,1959,8,MAR
24.0644,1959,9,MAR
23.9991,1959,10,MAR
25.273,1959,11,MAR
37.3984,1959,12,MAR
87.268,1960,1,MAR
22.1224,1960,2,MAR
48.803,1960,3,MAR
40.1184,1960,4,MAR
22.9,1960,5,MAR
26.1873,1960,6,MAR
5.84359,1960,7,MAR
4.9296,1960,8,MAR
0.82156,1960,9,MAR
34.0555,1960,10,MAR
24.2376,1960,11,MAR
53.5764,1960,12,MAR
33.0413,1961,1,MAR
4.01888,1961,2,MAR
23.7402,1961,3,MAR
14.8959,1961,4,MAR
18.3461,1961,5,MAR
16.6895,1961,6,MAR
0.69477,1961,7,MAR
2.66908,1961,8,MAR
14.6845,1961,9,MAR
7.22933,1961,10,MAR
54.434,1961,11,MAR
32.0502,1961,12,MAR
13.7125,1962,1,MAR
16.9063,1962,2,MAR
100.934,1962,3,MAR
31.0928,1962,4,MAR
27.9382,1962,5,MAR
13.6148,1962,6,MAR
1.24257,1962,7,MAR
2.38899,1962,8,MAR
23.3761,1962,9,MAR
29.3708,1962,10,MAR
75.8346,1962,11,MAR
41.3318,1962,12,MAR
97.4545,1963,1,MAR
100.451,1963,2,MAR
12.27,1963,3,MAR
57.9836,1963,4,MAR
65.9049,1963,5,MAR
4.60671,1963,6,MAR
