pr,Year,Month,Country
74.9594,1923,12,CZE
27.299,1924,1,CZE
40.3605,1924,2,CZE
30.877,1924,3,CZE
57.4369,1924,4,CZE
90.18,1924,5,CZE
82.2365,1924,6,CZE
62.6983,1924,7,CZE
61.2311,1924,8,CZE
60.447,1924,9,CZE
44.2653,1924,10,CZE
34.5196,1924,11,CZE
23.9325,1924,12,CZE
26.9204,1925,1,CZE
29.1095,1925,2,CZE
41.573,1925,3,CZE
58.0848,1925,4,CZE
69.6152,1925,5,CZE
68.7497,1925,6,CZE
132.905,1925,7,CZE
148.189,1925,8,CZE
42.3039,1925,9,CZE
56.7088,1925,10,CZE
59.4812,1925,11,CZE
54.0477,1925,12,CZE
46.4396,1926,1,CZE
41.3503,1926,2,CZE
37.6494,1926,3,CZE
29.8946,1926,4,CZE
84.7488,1926,5,CZE
176.436,1926,6,CZE
123.521,1926,7,CZE
62.4342,1926,8,CZE
35.5023,1926,9,CZE
72.5673,1926,10,CZE
32.8827,1926,11,CZE
37.5366,1926,12,CZE
61.8361,1927,1,CZE
14.1416,1927,2,CZE
62.4293,1927,3,CZE
82.0952,1927,4,CZE
38.1624,1927,5,CZE
84.6355,1927,6,CZE
130.896,1927,7,CZE
64.384,1927,8,CZE
71.5967,1927,9,CZE
25.2677,1927,10,CZE
53.7861,1927,11,CZE
26.2956,1927,12,CZE
42.9324,1928,1,CZE
45.6238,1928,2,CZE
34.7026,1928,3,CZE
65.3956,1928,4,CZE
70.6014,1928,5,CZE
66.5636,1928,6,CZE
29.3671,1928,7,CZE
81.5223,1928,8,CZE
53.8555,1928,9,CZE
26.6359,1928,10,CZE
70.7238,1928,11,CZE
59.8334,1928,12,CZE
52.0106,1929,1,CZE
28.7208,1929,2,CZE
11.9963,1929,3,CZE
33.8023,1929,4,CZE
77.6507,1929,5,CZE
56.5807,1929,6,CZE
94.015,1929,7,CZE
74.5984,1929,8,CZE
32.434,1929,9,CZE
46.3827,1929,10,CZE
50.2491,1929,11,CZE
56.9817,1929,12,CZE
27.6984,1930,1,CZE
18.8118,1930,2,CZE
37.7591,1930,3,CZE
76.5942,1930,4,CZE
60.7105,1930,5,CZE
36.7237,1930,6,CZE
78.197,1930,7,CZE
93.3005,1930,8,CZE
67.4521,1930,9,CZE
89.9197,1930,10,CZE
63.8089,1930,11,CZE
61.7278,1930,12,CZE
42.8863,1931,1,CZE
46.1408,1931,2,CZE
24.6248,1931,3,CZE
52.2515,1931,4,CZE
52.4865,1931,5,CZE
62.9402,1931,6,CZE
121.136,1931,7,CZE
120.559,1931,8,CZE
84.5677,1931,9,CZE
37.3954,1931,10,CZE
19.1383,1931,11,CZE
46.3453,1931,12,CZE
33.7757,1932,1,CZE
13.2165,1932,2,CZE
18.1889,1932,3,CZE
30.5816,1932,4,CZE
92.6444,1932,5,CZE
57.8149,1932,6,CZE
101.065,1932,7,CZE
67.9203,1932,8,CZE
42.2899,1932,9,CZE
47.8611,1932,10,CZE
36.9091,1932,11,CZE
12.4467,1932,12,CZE
32.2513,1933,1,CZE
50.9376,1933,2,CZE
12.5965,1933,3,CZE
31.404,1933,4,CZE
61.36,1933,5,CZE
88.7494,1933,6,CZE
82.7247,1933,7,CZE
57.1899,1933,8,CZE
31.4209,1933,9,CZE
49.107,1933,10,CZE
43.7155,1933,11,CZE
32.8645,1933,12,CZE
36.9301,1934,1,CZE
28.7098,1934,2,CZE
24.3099,1934,3,CZE
52.7968,1934,4,CZE
31.8421,1934,5,CZE
88.4779,1934,6,CZE
41.1039,1934,7,CZE
135.378,1934,8,CZE
37.907,1934,9,CZE
52.4611,1934,10,CZE
51.0701,1934,11,CZE
52.2939,1934,12,CZE
34.4447,1935,1,CZE
56.2091,1935,2,CZE
42.2166,1935,3,CZE
69.1463,1935,4,CZE
68.7453,1935,5,CZE
56.1698,1935,6,CZE
46.9763,1935,7,CZE
35.1375,1935,8,CZE
55.1688,1935,9,CZE
122.075,1935,10,CZE
43.0289,1935,11,CZE
33.6659,1935,12,CZE
40.7326,1936,1,CZE
47.0363,1936,2,CZE
24.7749,1936,3,CZE
41.0334,1936,4,CZE
97.3091,1936,5,CZE
66.0865,1936,6,CZE
120.602,1936,7,CZE
75.0708,1936,8,CZE
52.8214,1936,9,CZE
62.947,1936,10,CZE
38.8565,1936,11,CZE
25.118,1936,12,CZE
39.4293,1937,1,CZE
56.5633,1937,2,CZE
55.3209,1937,3,CZE
67.2976,1937,4,CZE
34.8827,1937,5,CZE
82.4087,1937,6,CZE
94.9834,1937,7,CZE
95.2886,1937,8,CZE
107.902,1937,9,CZE
34.9668,1937,10,CZE
38.7666,1937,11,CZE
67.9378,1937,12,CZE
67.5233,1938,1,CZE
19.2404,1938,2,CZE
27.6216,1938,3,CZE
44.1687,1938,4,CZE
68.1486,1938,5,CZE
42.8061,1938,6,CZE
99.202,1938,7,CZE
182.092,1938,8,CZE
61.7861,1938,9,CZE
51.442,1938,10,CZE
45.1153,1938,11,CZE
52.9369,1938,12,CZE
45.9353,1939,1,CZE
24.0491,1939,2,CZE
65.9848,1939,3,CZE
22.318,1939,4,CZE
132.925,1939,5,CZE
96.9717,1939,6,CZE
111.572,1939,7,CZE
84.5468,1939,8,CZE
77.4204,1939,9,CZE
103.784,1939,10,CZE
63.9451,1939,11,CZE
68.7917,1939,12,CZE
29.52,1940,1,CZE
31.2409,1940,2,CZE
54.2267,1940,3,CZE
28.5196,1940,4,CZE
98.8047,1940,5,CZE
74.8271,1940,6,CZE
109.502,1940,7,CZE
83.7636,1940,8,CZE
79.5687,1940,9,CZE
55.4208,1940,10,CZE
48.9796,1940,11,CZE
46.7968,1940,12,CZE
76.324,1941,1,CZE
56.7815,1941,2,CZE
74.3774,1941,3,CZE
95.3565,1941,4,CZE
84.4964,1941,5,CZE
89.3432,1941,6,CZE
109.486,1941,7,CZE
102.639,1941,8,CZE
27.9536,1941,9,CZE
97.455,1941,10,CZE
39.0217,1941,11,CZE
49.4348,1941,12,CZE
37.238,1942,1,CZE
30.3115,1942,2,CZE
25.137,1942,3,CZE
55.2117,1942,4,CZE
78.41,1942,5,CZE
85.1622,1942,6,CZE
77.4121,1942,7,CZE
45.7797,1942,8,CZE
25.2195,1942,9,CZE
60.743,1942,10,CZE
39.1239,1942,11,CZE
19.2581,1942,12,CZE
27.29,1943,1,CZE
15.5292,1943,2,CZE
19.2429,1943,3,CZE
43.5673,1943,4,CZE
38.7661,1943,5,CZE
96.8908,1943,6,CZE
75.188,1943,7,CZE
64.4449,1943,8,CZE
54.2731,1943,9,CZE
3.88043,1943,10,CZE
38.3004,1943,11,CZE
31.4382,1943,12,CZE
48.7644,1944,1,CZE
48.1722,1944,2,CZE
61.2371,1944,3,CZE
33.1015,1944,4,CZE
60.6176,1944,5,CZE
129.779,1944,6,CZE
118.494,1944,7,CZE
55.7343,1944,8,CZE
46.7339,1944,9,CZE
94.846,1944,10,CZE
75.6641,1944,11,CZE
42.1685,1944,12,CZE
43.1417,1945,1,CZE
49.3865,1945,2,CZE
36.3572,1945,3,CZE
49.9775,1945,4,CZE
83.4749,1945,5,CZE
84.9915,1945,6,CZE
56.4021,1945,7,CZE
117.868,1945,8,CZE
59.227,1945,9,CZE
44.3355,1945,10,CZE
64.1363,1945,11,CZE
47.7038,1945,12,CZE
33.1399,1946,1,CZE
70.1709,1946,2,CZE
24.256,1946,3,CZE
12.1891,1946,4,CZE
58.2705,1946,5,CZE
106.248,1946,6,CZE
109.129,1946,7,CZE
93.5455,1946,8,CZE
44.2545,1946,9,CZE
68.3935,1946,10,CZE
45.6407,1946,11,CZE
62.3327,1946,12,CZE
33.758,1947,1,CZE
67.1486,1947,2,CZE
50.8084,1947,3,CZE
29.445,1947,4,CZE
27.4913,1947,5,CZE
63.9203,1947,6,CZE
81.2937,1947,7,CZE
41.3683,1947,8,CZE
13.9946,1947,9,CZE
12.5114,1947,10,CZE
77.0006,1947,11,CZE
87.0981,1947,12,CZE
85.1212,1948,1,CZE
77.4888,1948,2,CZE
23.1194,1948,3,CZE
25.2745,1948,4,CZE
68.4907,1948,5,CZE
83.3685,1948,6,CZE
84.0017,1948,7,CZE
119.959,1948,8,CZE
17.4196,1948,9,CZE
42.3045,1948,10,CZE
18.2178,1948,11,CZE
17.9676,1948,12,CZE
29.0273,1949,1,CZE
19.9735,1949,2,CZE
32.11,1949,3,CZE
42.2705,1949,4,CZE
99.6235,1949,5,CZE
88.8642,1949,6,CZE
63.9193,1949,7,CZE
89.5167,1949,8,CZE
31.011,1949,9,CZE
11.0968,1949,10,CZE
76.7311,1949,11,CZE
49.8944,1949,12,CZE
49.0998,1950,1,CZE
36.6789,1950,2,CZE
14.0396,1950,3,CZE
57.6177,1950,4,CZE
59.9022,1950,5,CZE
36.3895,1950,6,CZE
103.443,1950,7,CZE
73.4816,1950,8,CZE
90.2493,1950,9,CZE
60.8634,1950,10,CZE
74.8415,1950,11,CZE
51.0806,1950,12,CZE
36.7642,1951,1,CZE
24.1399,1951,2,CZE
52.6697,1951,3,CZE
37.8548,1951,4,CZE
99.8931,1951,5,CZE
115.692,1951,6,CZE
78.7413,1951,7,CZE
75.1846,1951,8,CZE
29.2068,1951,9,CZE
2.04982,1951,10,CZE
62.322,1951,11,CZE
33.7891,1951,12,CZE
52.1734,1952,1,CZE
52.3262,1952,2,CZE
64.8199,1952,3,CZE
34.7315,1952,4,CZE
61.8064,1952,5,CZE
95.3521,1952,6,CZE
27.9204,1952,7,CZE
64.8904,1952,8,CZE
86.8097,1952,9,CZE
61.5886,1952,10,CZE
68.6594,1952,11,CZE
36.5572,1952,12,CZE
51.9502,1953,1,CZE
26.8669,1953,2,CZE
17.895,1953,3,CZE
37.7417,1953,4,CZE
50.137,1953,5,CZE
102.725,1953,6,CZE
119.023,1953,7,CZE
38.0802,1953,8,CZE
33.7868,1953,9,CZE
22.8753,1953,10,CZE
12.6297,1953,11,CZE
17.417,1953,12,CZE
42.7328,1954,1,CZE
12.6662,1954,2,CZE
18.4772,1954,3,CZE
69.399,1954,4,CZE
74.0888,1954,5,CZE
66.8288,1954,6,CZE
170.037,1954,7,CZE
62.5242,1954,8,CZE
64.8865,1954,9,CZE
53.3104,1954,10,CZE
24.6926,1954,11,CZE
74.5988,1954,12,CZE
41.6919,1955,1,CZE
36.6785,1955,2,CZE
29.9711,1955,3,CZE
58.207,1955,4,CZE
62.9662,1955,5,CZE
79.5329,1955,6,CZE
145.331,1955,7,CZE
95.9085,1955,8,CZE
66.3335,1955,9,CZE
34.6361,1955,10,CZE
24.4217,1955,11,CZE
55.8957,1955,12,CZE
25.8473,1956,1,CZE
34.7777,1956,2,CZE
41.184,1956,3,CZE
65.6917,1956,4,CZE
37.1277,1956,5,CZE
114.945,1956,6,CZE
73.2386,1956,7,CZE
76.6468,1956,8,CZE
26.71,1956,9,CZE
110.945,1956,10,CZE
55.1513,1956,11,CZE
41.149,1956,12,CZE
33.4597,1957,1,CZE
57.7346,1957,2,CZE
53.149,1957,3,CZE
36.4797,1957,4,CZE
38.4794,1957,5,CZE
48.4406,1957,6,CZE
165.029,1957,7,CZE
74.4763,1957,8,CZE
77.4127,1957,9,CZE
8.83532,1957,10,CZE
30.9564,1957,11,CZE
38.782,1957,12,CZE
52.222,1958,1,CZE
51.2596,1958,2,CZE
47.3558,1958,3,CZE
41.3896,1958,4,CZE
62.0061,1958,5,CZE
116.864,1958,6,CZE
105.744,1958,7,CZE
84.0543,1958,8,CZE
56.3558,1958,9,CZE
78.5882,1958,10,CZE
29.352,1958,11,CZE
64.6248,1958,12,CZE
25.2104,1959,1,CZE
11.3327,1959,2,CZE
28.2516,1959,3,CZE
48.488,1959,4,CZE
59.5362,1959,5,CZE
92.1118,1959,6,CZE
124.138,1959,7,CZE
70.4083,1959,8,CZE
3.1324,1959,9,CZE
15.5723,1959,10,CZE
30.7688,1959,11,CZE
76.7053,1959,12,CZE
45.9913,1960,1,CZE
31.6484,1960,2,CZE
55.8137,1960,3,CZE
32.6253,1960,4,CZE
58.6459,1960,5,CZE
86.8785,1960,6,CZE
97.6033,1960,7,CZE
109.113,1960,8,CZE
49.7819,1960,9,CZE
97.6201,1960,10,CZE
29.9646,1960,11,CZE
45.4993,1960,12,CZE
22.827,1961,1,CZE
41.7582,1961,2,CZE
32.5279,1961,3,CZE
52.5876,1961,4,CZE
86.6417,1961,5,CZE
79.3485,1961,6,CZE
73.9177,1961,7,CZE
54.7434,1961,8,CZE
27.6566,1961,9,CZE
50.9503,1961,10,CZE
51.8543,1961,11,CZE
57.6736,1961,12,CZE
41.1866,1962,1,CZE
44.017,1962,2,CZE
55.7414,1962,3,CZE
45.105,1962,4,CZE
111.266,1962,5,CZE
37.7323,1962,6,CZE
72.8964,1962,7,CZE
39.9616,1962,8,CZE
55.5233,1962,9,CZE
36.0401,1962,10,CZE
59.611,1962,11,CZE
40.0569,1962,12,CZE
30.4337,1963,1,CZE
25.6295,1963,2,CZE
39.4936,1963,3,CZE
32.0652,1963,4,CZE
87.5184,1963,5,CZE
100.501,1963,6,CZE
39.7663,1963,7,CZE
87.6871,1963,8,CZE
72.8429,1963,9,CZE
30.9312,1963,10,CZE
47.1092,1963,11,CZE
11.8078,1963,12,CZE
15.3061,1964,1,CZE
25.9193,1964,2,CZE
47.1789,1964,3,CZE
43.1811,1964,4,CZE
55.2999,1964,5,CZE
74.0721,1964,6,CZE
58.0416,1964,7,CZE
116.897,1964,8,CZE
25.5632,1964,9,CZE
112.379,1964,10,CZE
46.0636,1964,11,CZE
41.2042,1964,12,CZE
50.779,1965,1,CZE
38.6529,1965,2,CZE
46.4979,1965,3,CZE
88.0222,1965,4,CZE
139.04,1965,5,CZE
97.5171,1965,6,CZE
87.6847,1965,7,CZE
66.3079,1965,8,CZE
57.1053,1965,9,CZE
6.8304,1965,10,CZE
44.6025,1965,11,CZE
65.0824,1965,12,CZE
31.6096,1966,1,CZE
52.7465,1966,2,CZE
43.8493,1966,3,CZE
59.3547,1966,4,CZE
66.7874,1966,5,CZE
105.043,1966,6,CZE
142.026,1966,7,CZE
127.14,1966,8,CZE
33.6397,1966,9,CZE
53.7886,1966,10,CZE
42.7928,1966,11,CZE
71.6349,1966,12,CZE
35.0156,1967,1,CZE
35.3849,1967,2,CZE
43.194,1967,3,CZE
39.0601,1967,4,CZE
104.813,1967,5,CZE
69.4887,1967,6,CZE
62.6433,1967,7,CZE
65.9708,1967,8,CZE
99.8301,1967,9,CZE
26.1672,1967,10,CZE
29.6735,1967,11,CZE
57.389,1967,12,CZE
55.4638,1968,1,CZE
26.927,1968,2,CZE
26.8672,1968,3,CZE
41.8643,1968,4,CZE
71.5778,1968,5,CZE
96.1756,1968,6,CZE
77.576,1968,7,CZE
111.467,1968,8,CZE
65.0837,1968,9,CZE
43.1343,1968,10,CZE
60.9455,1968,11,CZE
22.9278,1968,12,CZE
38.9748,1969,1,CZE
38.6105,1969,2,CZE
45.8053,1969,3,CZE
31.9971,1969,4,CZE
57.1337,1969,5,CZE
117.704,1969,6,CZE
44.8559,1969,7,CZE
76.8526,1969,8,CZE
22.4101,1969,9,CZE
18.0501,1969,10,CZE
54.5575,1969,11,CZE
34.8704,1969,12,CZE
19.2098,1970,1,CZE
76.6796,1970,2,CZE
46.3154,1970,3,CZE
59.0578,1970,4,CZE
50.0335,1970,5,CZE
78.0634,1970,6,CZE
81.1205,1970,7,CZE
132.247,1970,8,CZE
30.4919,1970,9,CZE
62.0619,1970,10,CZE
71.1985,1970,11,CZE
47.2026,1970,12,CZE
15.8888,1971,1,CZE
30.3067,1971,2,CZE
40.2055,1971,3,CZE
34.3379,1971,4,CZE
84.5932,1971,5,CZE
114.762,1971,6,CZE
39.8405,1971,7,CZE
70.5963,1971,8,CZE
48.9248,1971,9,CZE
24.5949,1971,10,CZE
61.3774,1971,11,CZE
38.6118,1971,12,CZE
32.7561,1972,1,CZE
24.4827,1972,2,CZE
21.9688,1972,3,CZE
75.3829,1972,4,CZE
91.4046,1972,5,CZE
86.6222,1972,6,CZE
114.663,1972,7,CZE
61.4199,1972,8,CZE
53.9248,1972,9,CZE
20.5466,1972,10,CZE
40.0181,1972,11,CZE
5.8535,1972,12,CZE
25.3935,1973,1,CZE
42.113,1973,2,CZE
26.5661,1973,3,CZE
64.1141,1973,4,CZE
49.0167,1973,5,CZE
74.9927,1973,6,CZE
89.0537,1973,7,CZE
33.2583,1973,8,CZE
42.8554,1973,9,CZE
36.3334,1973,10,CZE
40.426,1973,11,CZE
30.567,1973,12,CZE
46.8245,1974,1,CZE
31.0393,1974,2,CZE
20.6548,1974,3,CZE
20.6683,1974,4,CZE
90.3961,1974,5,CZE
104.296,1974,6,CZE
92.8528,1974,7,CZE
73.5987,1974,8,CZE
42.3055,1974,9,CZE
96.1905,1974,10,CZE
45.9296,1974,11,CZE
98.2621,1974,12,CZE
36.9751,1975,1,CZE
19.9479,1975,2,CZE
50.7587,1975,3,CZE
32.4965,1975,4,CZE
63.8257,1975,5,CZE
132.351,1975,6,CZE
90.6212,1975,7,CZE
74.9575,1975,8,CZE
27.6709,1975,9,CZE
58.2878,1975,10,CZE
39.4506,1975,11,CZE
25.9325,1975,12,CZE
91.2412,1976,1,CZE
16.534,1976,2,CZE
20.6715,1976,3,CZE
24.9164,1976,4,CZE
74.8667,1976,5,CZE
39.2593,1976,6,CZE
80.5564,1976,7,CZE
51.2492,1976,8,CZE
63.2121,1976,9,CZE
54.389,1976,10,CZE
68.3973,1976,11,CZE
37.2048,1976,12,CZE
65.3459,1977,1,CZE
69.907,1977,2,CZE
44.7247,1977,3,CZE
52.9935,1977,4,CZE
50.3414,1977,5,CZE
81.3443,1977,6,CZE
99.2148,1977,7,CZE
136.413,1977,8,CZE
52.5453,1977,9,CZE
23.9813,1977,10,CZE
57.6685,1977,11,CZE
36.4611,1977,12,CZE
30.0796,1978,1,CZE
20.9098,1978,2,CZE
30.1089,1978,3,CZE
39.9869,1978,4,CZE
87.4076,1978,5,CZE
51.286,1978,6,CZE
62.6813,1978,7,CZE
84.5182,1978,8,CZE
62.5339,1978,9,CZE
38.2282,1978,10,CZE
28.3779,1978,11,CZE
54.3533,1978,12,CZE
44.3237,1979,1,CZE
36.5109,1979,2,CZE
69.7846,1979,3,CZE
59.8486,1979,4,CZE
27.2416,1979,5,CZE
119.502,1979,6,CZE
61.6529,1979,7,CZE
69.5967,1979,8,CZE
83.6344,1979,9,CZE
21.2758,1979,10,CZE
78.7522,1979,11,CZE
59.6876,1979,12,CZE
33.5375,1980,1,CZE
36.8538,1980,2,CZE
34.5638,1980,3,CZE
82.7133,1980,4,CZE
39.1541,1980,5,CZE
88.3742,1980,6,CZE
124.493,1980,7,CZE
49.651,1980,8,CZE
49.5184,1980,9,CZE
73.3121,1980,10,CZE
43.0785,1980,11,CZE
34.5498,1980,12,CZE
45.9256,1981,1,CZE
26.3559,1981,2,CZE
52.1049,1981,3,CZE
26.6361,1981,4,CZE
57.0123,1981,5,CZE
55.1871,1981,6,CZE
161.252,1981,7,CZE
56.854,1981,8,CZE
78.641,1981,9,CZE
94.2153,1981,10,CZE
51.3073,1981,11,CZE
67.6687,1981,12,CZE
46.9987,1982,1,CZE
6.90732,1982,2,CZE
33.9896,1982,3,CZE
24.424,1982,4,CZE
67.1195,1982,5,CZE
79.4913,1982,6,CZE
73.3825,1982,7,CZE
67.6342,1982,8,CZE
18.1147,1982,9,CZE
28.6471,1982,10,CZE
25.1046,1982,11,CZE
56.9491,1982,12,CZE
57.62,1983,1,CZE
42.0694,1983,2,CZE
32.1349,1983,3,CZE
56.4099,1983,4,CZE
91.331,1983,5,CZE
68.9419,1983,6,CZE
38.3641,1983,7,CZE
87.7543,1983,8,CZE
37.1541,1983,9,CZE
25.535,1983,10,CZE
28.5446,1983,11,CZE
30.9736,1983,12,CZE
39.4238,1984,1,CZE
45.8126,1984,2,CZE
27.0348,1984,3,CZE
50.0018,1984,4,CZE
81.9907,1984,5,CZE
55.0625,1984,6,CZE
74.7724,1984,7,CZE
71.1369,1984,8,CZE
93.5776,1984,9,CZE
29.1205,1984,10,CZE
39.5532,1984,11,CZE
24.4914,1984,12,CZE
40.5827,1985,1,CZE
32.0743,1985,2,CZE
43.6867,1985,3,CZE
34.1406,1985,4,CZE
71.469,1985,5,CZE
91.0453,1985,6,CZE
77.3222,1985,7,CZE
144.625,1985,8,CZE
26.1665,1985,9,CZE
16.7912,1985,10,CZE
70.8414,1985,11,CZE
53.3659,1985,12,CZE
52.1298,1986,1,CZE
24.593,1986,2,CZE
33.136,1986,3,CZE
29.3426,1986,4,CZE
106.066,1986,5,CZE
68.9939,1986,6,CZE
67.0535,1986,7,CZE
114.714,1986,8,CZE
35.9741,1986,9,CZE
43.3443,1986,10,CZE
21.97,1986,11,CZE
68.7927,1986,12,CZE
67.5009,1987,1,CZE
44.196,1987,2,CZE
36.2139,1987,3,CZE
35.5062,1987,4,CZE
99.4016,1987,5,CZE
100.276,1987,6,CZE
98.8377,1987,7,CZE
74.8367,1987,8,CZE
67.6562,1987,9,CZE
28.8577,1987,10,CZE
43.6058,1987,11,CZE
58.5603,1987,12,CZE
41.548,1988,1,CZE
56.8756,1988,2,CZE
70.3617,1988,3,CZE
18.8603,1988,4,CZE
39.3705,1988,5,CZE
86.4416,1988,6,CZE
97.7806,1988,7,CZE
72.2535,1988,8,CZE
64.5242,1988,9,CZE
25.7546,1988,10,CZE
46.7637,1988,11,CZE
74.1164,1988,12,CZE
17.3391,1989,1,CZE
24.9253,1989,2,CZE
31.212,1989,3,CZE
74.4775,1989,4,CZE
43.7177,1989,5,CZE
86.1239,1989,6,CZE
80.9944,1989,7,CZE
62.2801,1989,8,CZE
55.1433,1989,9,CZE
30.9481,1989,10,CZE
35.8613,1989,11,CZE
29.7292,1989,12,CZE
13.5064,1990,1,CZE
51.7569,1990,2,CZE
24.9659,1990,3,CZE
74.683,1990,4,CZE
43.5295,1990,5,CZE
87.9006,1990,6,CZE
32.4243,1990,7,CZE
44.6298,1990,8,CZE
66.4398,1990,9,CZE
39.4093,1990,10,CZE
61.9723,1990,11,CZE
39.4057,1990,12,CZE
13.71,1991,1,CZE
16.6223,1991,2,CZE
26.3166,1991,3,CZE
31.4861,1991,4,CZE
73.0627,1991,5,CZE
95.2767,1991,6,CZE
77.855,1991,7,CZE
68.9063,1991,8,CZE
30.385,1991,9,CZE
15.9446,1991,10,CZE
73.2311,1991,11,CZE
63.4757,1991,12,CZE
29.0588,1992,1,CZE
37.5014,1992,2,CZE
76.4932,1992,3,CZE
35.9207,1992,4,CZE
20.0164,1992,5,CZE
81.0201,1992,6,CZE
69.9895,1992,7,CZE
51.5781,1992,8,CZE
41.7739,1992,9,CZE
65.5075,1992,10,CZE
45.3606,1992,11,CZE
48.724,1992,12,CZE
37.0996,1993,1,CZE
31.0697,1993,2,CZE
30.4463,1993,3,CZE
17.0419,1993,4,CZE
42.346,1993,5,CZE
83.8838,1993,6,CZE
102.346,1993,7,CZE
60.1362,1993,8,CZE
57.5025,1993,9,CZE
58.3135,1993,10,CZE
42.8091,1993,11,CZE
76.9346,1993,12,CZE
35.5254,1994,1,CZE
18.3601,1994,2,CZE
61.3974,1994,3,CZE
72.1111,1994,4,CZE
71.9326,1994,5,CZE
37.3062,1994,6,CZE
40.9358,1994,7,CZE
83.8373,1994,8,CZE
58.4832,1994,9,CZE
38.4945,1994,10,CZE
32.0982,1994,11,CZE
55.2865,1994,12,CZE
44.3091,1995,1,CZE
36.8573,1995,2,CZE
49.5286,1995,3,CZE
54.7435,1995,4,CZE
82.2088,1995,5,CZE
106.677,1995,6,CZE
64.227,1995,7,CZE
95.779,1995,8,CZE
93.2076,1995,9,CZE
10.3381,1995,10,CZE
53.3748,1995,11,CZE
54.1983,1995,12,CZE
22.8837,1996,1,CZE
27.6025,1996,2,CZE
30.3051,1996,3,CZE
47.2222,1996,4,CZE
100.827,1996,5,CZE
77.8279,1996,6,CZE
90.7654,1996,7,CZE
82.5896,1996,8,CZE
73.8922,1996,9,CZE
56.5795,1996,10,CZE
40.0439,1996,11,CZE
30.4885,1996,12,CZE
18.4944,1997,1,CZE
35.1009,1997,2,CZE
44.3648,1997,3,CZE
43.9362,1997,4,CZE
57.9483,1997,5,CZE
71.2559,1997,6,CZE
180.397,1997,7,CZE
46.6914,1997,8,CZE
36.4032,1997,9,CZE
41.9104,1997,10,CZE
56.0169,1997,11,CZE
61.5107,1997,12,CZE
30.0263,1998,1,CZE
16.7599,1998,2,CZE
46.2994,1998,3,CZE
33.8639,1998,4,CZE
42.6045,1998,5,CZE
113.516,1998,6,CZE
91.2156,1998,7,CZE
45.5205,1998,8,CZE
101.912,1998,9,CZE
94.4833,1998,10,CZE
42.5559,1998,11,CZE
22.4317,1998,12,CZE
33.4252,1999,1,CZE
53.5848,1999,2,CZE
35.1562,1999,3,CZE
43.895,1999,4,CZE
57.6186,1999,5,CZE
101.201,1999,6,CZE
95.9306,1999,7,CZE
44.4506,1999,8,CZE
46.8482,1999,9,CZE
32.8235,1999,10,CZE
47.6387,1999,11,CZE
45.5728,1999,12,CZE
46.4664,2000,1,CZE
40.3496,2000,2,CZE
91.2035,2000,3,CZE
19.3998,2000,4,CZE
59.1203,2000,5,CZE
49.7636,2000,6,CZE
120.114,2000,7,CZE
58.1517,2000,8,CZE
46.4721,2000,9,CZE
50.8355,2000,10,CZE
44.1967,2000,11,CZE
36.7054,2000,12,CZE
41.6528,2001,1,CZE
30.0493,2001,2,CZE
68.0143,2001,3,CZE
61.4816,2001,4,CZE
49.935,2001,5,CZE
73.449,2001,6,CZE
124.291,2001,7,CZE
78.8069,2001,8,CZE
105.85,2001,9,CZE
23.9594,2001,10,CZE
46.5272,2001,11,CZE
55.4941,2001,12,CZE
20.714,2002,1,CZE
54.2512,2002,2,CZE
45.6092,2002,3,CZE
33.5068,2002,4,CZE
54.0535,2002,5,CZE
88.5155,2002,6,CZE
89.3236,2002,7,CZE
148.792,2002,8,CZE
59.0918,2002,9,CZE
80.3757,2002,10,CZE
79.1017,2002,11,CZE
63.4499,2002,12,CZE
48.6792,2003,1,CZE
8.36256,2003,2,CZE
15.4353,2003,3,CZE
27.7303,2003,4,CZE
72.0184,2003,5,CZE
44.4865,2003,6,CZE
85.566,2003,7,CZE
34.1692,2003,8,CZE
36.2268,2003,9,CZE
58.2411,2003,10,CZE
21.8104,2003,11,CZE
47.4432,2003,12,CZE
61.7387,2004,1,CZE
43.1462,2004,2,CZE
56.1888,2004,3,CZE
30.9675,2004,4,CZE
58.5819,2004,5,CZE
94.5133,2004,6,CZE
68.5479,2004,7,CZE
55.7409,2004,8,CZE
42.6232,2004,9,CZE
50.3531,2004,10,CZE
64.5809,2004,11,CZE
22.9521,2004,12,CZE
57.6204,2005,1,CZE
57.001,2005,2,CZE
22.0616,2005,3,CZE
45.6708,2005,4,CZE
83.807,2005,5,CZE
63.6773,2005,6,CZE
128.193,2005,7,CZE
100.098,2005,8,CZE
48.2016,2005,9,CZE
11.9565,2005,10,CZE
30.5719,2005,11,CZE
64.1036,2005,12,CZE
35.8272,2006,1,CZE
37.852,2006,2,CZE
65.5405,2006,3,CZE
67.5032,2006,4,CZE
76.6641,2006,5,CZE
78.8275,2006,6,CZE
38.3393,2006,7,CZE
143.731,2006,8,CZE
22.2021,2006,9,CZE
32.507,2006,10,CZE
39.833,2006,11,CZE
28.8616,2006,12,CZE
74.3696,2007,1,CZE
42.7714,2007,2,CZE
55.3344,2007,3,CZE
4.24207,2007,4,CZE
78.7771,2007,5,CZE
92.1494,2007,6,CZE
85.5301,2007,7,CZE
63.4268,2007,8,CZE
114.383,2007,9,CZE
39.1245,2007,10,CZE
57.1968,2007,11,CZE
34.9502,2007,12,CZE
41.4062,2008,1,CZE
22.1908,2008,2,CZE
